Var1	A
3590	0.0829713121106915
3600	0.0830317422465451
3610	0.083090850021451
3620	0.083148645201629
3630	0.0832051378458699
3640	0.0832603214902706
3650	0.0833142066372159
3660	0.0833668040163532
3670	0.0834181162246917
3680	0.0834681628624044
3690	0.0835169554885443
3700	0.0835640591936499
3710	0.0836094421598752
3720	0.0836536386806376
3730	0.0836966614162154
3740	0.0837385317368755
3750	0.0837792543003105
3760	0.0838188593770812
3770	0.0838573690072268
3780	0.0838947969105
3790	0.0839311740060964
3800	0.0839665229352483
3810	0.08400086646238
3820	0.0840342275646536
3830	0.0840666378892665
3840	0.0840981207263843
3850	0.0841287080559545
3860	0.0841584319950777
3870	0.0841873248672614
3880	0.0842154105442259
3890	0.0842427301864712
3900	0.0842693165014072
3910	0.0842952024133268
3920	0.0843204208836628
3930	0.0843450050590442
3940	0.084369005405258
3950	0.0843924467245151
3960	0.0844153711648211
3970	0.0844378209223817
3980	0.084459829800251
3990	0.0844814488482198
4000	0.0845027034269616
4010	0.0845236534798973
4020	0.0845443244799805
4030	0.0845647679579445
4040	0.0845850181874514
4050	0.0846051268600867
4060	0.0846251370535854
4070	0.0846450919749807
4080	0.0846650348629298
4090	0.0846850090260305
4100	0.0847050578623205
4110	0.0847252248405332
4120	0.0847455709256332
4130	0.0847661223256772
4140	0.0847869315297566
4150	0.0848080510273254
4160	0.0848295161023357
4170	0.0848513708027306
4180	0.0848736767293728
4190	0.0848964607707731
4200	0.0849197760909198
4210	0.0849436673224756
4220	0.0849681791927873
4230	0.0849933566477506
4240	0.0850192359883649
4250	0.0850458712471658
4260	0.0850728344582727
4270	0.0851005386900068
4280	0.0851291172838175
4290	0.0851585898466041
4300	0.0851890200491335
4310	0.0852204277877106
4320	0.0852528772092699
4330	0.0852863797832984
4340	0.085321000058799
4350	0.0853567675399844
4360	0.0853937207945461
4370	0.0854318986186873
4380	0.0854713488679202
4390	0.0855120931263108
4400	0.0855541709420535
4410	0.0855976310088173
4420	0.0856424956818005
4430	0.0856888142828158
4440	0.0857366097405516
4450	0.0857859231494649
4460	0.0858367959333544
4470	0.0858892430575113
4480	0.0859433066789811
4490	0.0859990113484076
4500	0.0860564000253043
4510	0.0861154980201677
4520	0.086176340073434
4530	0.0862389432923068
4540	0.0863033431802691
4550	0.0863695665996176
4560	0.086437640869776
4570	0.0865075845616363
4580	0.0865789425983269
4590	0.0866511562491557
4600	0.086725282144034
4610	0.0868013400480123
4620	0.0868793316548814
4630	0.0869592957395101
4640	0.0870412531757876
4650	0.0871252066766587
4660	0.087211187025639
4670	0.0872992162256399
4680	0.0873892887715329
4690	0.087481445927422
4700	0.0875756828832489
4710	0.087672023060656
4720	0.0877704716087473
4730	0.0878710527849257
4740	0.0879737629239714
4750	0.0880783428491026
4760	0.0881831725587803
4770	0.0882901098127247
4780	0.0883991704468624
4790	0.0885103419306624
4800	0.0886236502123336
4810	0.0887390832305923
4820	0.0888566482595767
4830	0.0889763431606507
4840	0.089098165934218
4850	0.0892221244856101
4860	0.0893482073911673
4870	0.0894764130423672
4880	0.0896064938884167
4890	0.0897362535401923
4900	0.0898680644780193
4910	0.0900019145979501
4920	0.0901378018021186
4930	0.0902757140161621
4940	0.090415629094036
4950	0.090557544785345
4960	0.0907014488368445
4970	0.0908473086127943
4980	0.0909951114262071
4990	0.0911448445244768
5000	0.0912933954788266
5010	0.091443724755798
5020	0.0915958486101548
5030	0.0917497628048097
5040	0.0919054320817436
5050	0.0920628217209552
5060	0.0922219154490382
5070	0.0923826652558951
5080	0.0925450442198675
5090	0.0927090143767076
5100	0.0928714767915159
5110	0.0930350857121745
5120	0.0932001192232764
5130	0.0933665469145906
5140	0.0935343160920841
5150	0.0937033950287614
5160	0.0938737295027501
5170	0.0940452644205061
5180	0.0942179657062397
5190	0.0943904278398938
5200	0.0945615996896903
5210	0.0947337343825007
5220	0.0949067718273935
5230	0.0950806396778325
5240	0.0952553095377773
5250	0.0954306845389293
5260	0.0956067344341357
5270	0.0957833599839583
5280	0.0959604488818669
5290	0.0961344899201035
5300	0.0963088982855142
5310	0.0964835927708088
5320	0.0966585142044712
5330	0.0968335673552731
5340	0.0970086907795151
5350	0.0971837984941765
5360	0.0973588150290369
5370	0.0975336518540496
5380	0.0977062852334485
5390	0.0978769486864332
5400	0.0980471671400066
5410	0.0982168832890869
5420	0.0983859904731579
5430	0.0985544170498956
5440	0.0987220536695892
5450	0.098888826269466
5460	0.0990546474563161
5470	0.0992194163583122
5480	0.0993812209065828
5490	0.0995402118317581
5500	0.0996978910106822
5510	0.0998541785011564
5520	0.100008968356983
5530	0.100162178718048
5540	0.100313714251849
5550	0.100463478735193
5560	0.10061138784644
5570	0.100757330948297
5580	0.100901234999035
5590	0.101042254919919
5600	0.101178981304226
5610	0.101313416980485
5620	0.101445474685916
5630	0.101575053784685
5640	0.101702053079378
5650	0.10182639714161
5660	0.101947984128682
5670	0.102066738081685
5680	0.102182543543413
5690	0.102295337380233
5700	0.102405016971549
5710	0.102511505979308
5720	0.102614701579518
5730	0.10271452758616
5740	0.102809491538526
5750	0.102900433078174
5760	0.102987824124708
5770	0.103071576813153
5780	0.103151630464098
5790	0.103227911468408
5800	0.103300346632299
5810	0.103368876876423
5820	0.103433403168248
5830	0.103493881196339
5840	0.10355025397089
5850	0.103602451732996
5860	0.103650405559792
5870	0.103694088275881
5880	0.103733405698083
5890	0.103768346362334
5900	0.103798845488471
5910	0.103824839385616
5920	0.103846320232883
5930	0.103863226825163
5940	0.103875512932651
5950	0.10388317466741
5960	0.103886154869585
5970	0.10388442511171
5980	0.103877972064126
5990	0.10386677021717
6000	0.103850795531811
6010	0.103830039123309
6020	0.10380449359754
6030	0.103774125775024
6040	0.10373894496205
6050	0.103698948329253
6060	0.103654134527148
6070	0.103604503763717
6080	0.103550071288657
6090	0.103490840285396
6100	0.103426828987276
6110	0.103358043508223
6120	0.103284518463719
6130	0.103206262825642
6140	0.103123314001268
6150	0.1030356971886
6160	0.102943452381778
6170	0.102846607362826
6180	0.102745218000844
6190	0.102637783056364
6200	0.102525128817685
6210	0.102407969922729
6220	0.102286354682595
6230	0.102160345685269
6240	0.102029993259993
6250	0.101895348795288
6260	0.101756490713761
6270	0.101613485069487
6280	0.101466385575018
6290	0.101315285652252
6300	0.101160227354104
6310	0.101001317920449
6320	0.100836154205604
6330	0.100666389459626
6340	0.100492943114069
6350	0.100315886482178
6360	0.100135316420973
6370	0.0999513296519052
6380	0.0997639849852344
6390	0.0995734164146516
6400	0.099379682364997
6410	0.0991816684724642
6420	0.0989776915462222
6430	0.098770824345157
6440	0.0985611501535648
6450	0.0983487880734766
6460	0.0981338198984511
6470	0.0979163748458741
6480	0.0976965448208045
6490	0.0974728404998116
6500	0.0972439105744376
6510	0.0970129141874541
6520	0.0967799283392651
6530	0.0965450875605049
6540	0.0963085011379985
6550	0.0960702538013017
6560	0.0958292277941929
6570	0.0955831253042208
6580	0.095335686895795
6590	0.0950870490622244
6600	0.0948373010767859
6610	0.0945865530670804
6620	0.094334913180651
6630	0.0940786763527088
6640	0.0938201883140936
6650	0.0935611432000393
6660	0.0933016310898846
6670	0.0930417724177386
6680	0.0927816424361253
6690	0.0925185001651413
6700	0.0922527446166484
6710	0.091987054098156
6720	0.0917215274607583
6730	0.0914562509116356
6740	0.0911913290843559
6750	0.0909235660034615
6760	0.0906540663071458
6770	0.090385242765671
6780	0.090117170050015
6790	0.0898499406638767
6800	0.0895836347801974
6810	0.0893138803507254
6820	0.0890442425797409
6830	0.0887758281033793
6840	0.0885087268132725
6850	0.0882429879948682
6860	0.0879779975622776
6870	0.0877097678168574
6880	0.0874431958154527
6890	0.0871783594395222
6900	0.0869153067199586
6910	0.0866541298315165
6920	0.0863921953566786
6930	0.0861293569624137
6940	0.0858686331489138
6950	0.0856100886827948
6960	0.0853537686301958
6970	0.0850997342409051
6980	0.0848437834916335
6990	0.0845891928776608
7000	0.0843371136968796
7010	0.0840875818641705
7020	0.083840640460641
7030	0.083596196393115
7040	0.0833495458917171
7050	0.0831056974641667
7060	0.0828646704575569
7070	0.0826265080855024
7080	0.0823912358797458
7090	0.0821583599214961
7100	0.0819240412557737
7110	0.0816927941842688
7120	0.0814646385418167
7130	0.0812396093694587
7140	0.0810177092366968
7150	0.0807989795727023
7160	0.0805790018298674
7170	0.0803620813651108
7180	0.0801484663517185
7190	0.0799381704790177
7200	0.07973121475473
7210	0.0795275970734643
7220	0.0793254522848157
7230	0.0791244011713137
7240	0.0789268248206544
7250	0.0787327113105
7260	0.0785420710827355
7270	0.0783549145476705
7280	0.0781712375553807
7290	0.0779893589834503
7300	0.0778088146133581
7310	0.0776318495467813
7320	0.0774584585456812
7330	0.0772886508568703
7340	0.0771224078827496
7350	0.076959732667715
7360	0.076800621652938
7370	0.0766429963189482
7380	0.0764877641059949
7390	0.0763361722066586
7400	0.0761882105127914
7410	0.0760438560521839
7420	0.0759031139308541
7430	0.0757659695456668
7440	0.0756324025220389
7450	0.0755024135494619
7460	0.0753747653943491
7470	0.0752495205794659
7480	0.0751278908440074
7490	0.0750098524261923
7500	0.0748953957963412
7510	0.0747844992946558
7520	0.0746771553885299
7530	0.0745733380147511
7540	0.0744730351543657
7550	0.0743762293475255
7560	0.0742828977337065
7570	0.0741930313482018
7580	0.0741052067404332
7590	0.0740200027606951
7600	0.0739382983878346
7610	0.0738600681597008
7620	0.0737853512421877
7630	0.0737139974351714
7640	0.0736461113162883
7650	0.0735816714778311
7660	0.0735205317802219
7670	0.0734627992256869
7680	0.0734083929375994
7690	0.0733572960858691
7700	0.0733095553741218
7710	0.0732650309901363
7720	0.0732237718040268
7730	0.0731857651172001
7740	0.0731509371367694
7750	0.0731193395193293
7760	0.0730909006143733
7770	0.0730656120077895
7780	0.07304340429842
7790	0.073024333069718
7800	0.0730083309372083
7810	0.0729953315922803
7820	0.0729853933932036
7830	0.0729784519016197
7840	0.072974505406541
7850	0.0729734912469516
7860	0.0729753475746084
7870	0.0729801370346254
7880	0.0729877993442522
7890	0.0729982749165674
7900	0.0730115048226963
7910	0.073027616573987
7920	0.0730464287174988
7930	0.0730679461000336
7940	0.0730921742287003
7950	0.0731190571531928
7960	0.0731486015034666
7970	0.0731806900465389
7980	0.0732153926286834
7990	0.0732526551417145
8000	0.0732924238668086
8010	0.0733346452983531
8020	0.0733793288839481
8030	0.0734264846032167
8040	0.0734759345388365
8050	0.0735278148342378
8060	0.0735820108365409
8070	0.0736384076365381
8080	0.0736971429345639
8090	0.0737581024070279
8100	0.0738211712784282
8110	0.0738864251192932
8120	0.0739538130064155
8130	0.0740232199870156
8140	0.0740947226132398
8150	0.0741670437476025
8160	0.0742404970580779
8170	0.0743158184332396
8180	0.0743929684620548
8190	0.0744719076128411
8200	0.0745525960909833
8210	0.0746350004449086
8220	0.0747190674011604
8230	0.0748047695069201
8240	0.0748920594222653
8250	0.0749809025705754
8260	0.0750712443339361
8270	0.0751630560332488
8280	0.0752562888328402
8290	0.0753508934641106
8300	0.0754457382119963
8310	0.0755411115313863
8320	0.075637701548792
8330	0.0757354701907722
8340	0.0758343721993089
8350	0.0759343618080791
8360	0.0760353859764139
8370	0.076137411477621
8380	0.0762403910089856
8390	0.0763442698791858
8400	0.0764490133341936
8410	0.0765545724059915
8420	0.0766608905746337
8430	0.0767661244706807
8440	0.0768715655764661
8450	0.0769776195604022
8460	0.0770842271845692
8470	0.0771913425045076
8480	0.0772989260205552
8490	0.0774069306673441
8500	0.0775153087289932
8510	0.0776240118657616
8520	0.0777329911241103
8530	0.0778422040343427
8540	0.0779515932493728
8550	0.0780598153175181
8560	0.0781670888705057
8570	0.0782743911351447
8580	0.0783816840095891
8590	0.0784889288895078
8600	0.0785960720510947
8610	0.0787030738330556
8620	0.0788098941399614
8630	0.0789164775300929
8640	0.0790227902584774
8650	0.0791287907018953
8660	0.0792344218834141
8670	0.0793396636132369
8680	0.0794423534962818
8690	0.0795444872262749
8700	0.0796461035791824
8710	0.079747158482463
8720	0.0798476226182862
8730	0.0799474587894614
8740	0.0800466217976843
8750	0.0801450813992913
8760	0.0802427993859429
8770	0.0803397373032434
8780	0.0804358726687151
8790	0.0805311666313576
8800	0.0806255867155134
8810	0.0807189842741458
8820	0.0808095999076126
8830	0.0808992673532365
8840	0.0809879626717832
8850	0.0810756538983056
8860	0.0811623168985049
8870	0.0812479194873545
8880	0.0813324531817714
8890	0.0814158857167261
8900	0.0814981926683512
8910	0.081579357589833
8920	0.0816593639770286
8930	0.0817381954027319
8940	0.08181582743099
8950	0.0818922516543943
8960	0.0819674517192245
8970	0.0820414112928309
8980	0.0821140816457446
8990	0.082184034023842
9000	0.0822527402464941
9010	0.082320192683202
9020	0.0823863838381396
9030	0.0824513144720233
9040	0.0825149773130219
9050	0.0825773734324488
9060	0.082638495879024
9070	0.0826983460362036
9080	0.0827569337272595
9090	0.082814252487418
9100	0.0828703126087729
9110	0.0829251162481384
9120	0.0829786658652311
9130	0.083030972338563
9140	0.0830820468743627
9150	0.0831319008701256
9160	0.0831805376466976
9170	0.0832279774230182
9180	0.08327423233655
9190	0.0833193146997119
9200	0.0833632371098135
9210	0.0834060206832169
9220	0.0834476783935696
9230	0.0834882402462611
9240	0.0835277196157956
9250	0.0835658098195288
9260	0.083602439280083
9270	0.0836380850107204
9280	0.0836727527544046
9290	0.0837064821553291
9300	0.0837392961506419
9310	0.0837712177572552
9320	0.0838022786603629
9330	0.0838325106214956
9340	0.0838619456243007
9350	0.0838906157142553
9360	0.083918544601091
9370	0.0839457731569812
9380	0.0839723338415186
9390	0.0839982677696331
9400	0.0840236076950471
9410	0.084048386491339
9420	0.084072637166037
9430	0.0840964184346464
9440	0.0841197464846755
9450	0.0841426717854265
9460	0.0841652363823264
9470	0.0841874653203157
9480	0.084209418034919
9490	0.0842311283406311
9500	0.0842526387728667
9510	0.0842739833816328
9520	0.0842952134756675
9530	0.0843163718843143
9540	0.0843374929712966
9550	0.0843586197417017
9560	0.0843798039812342
9570	0.0844010802658656
9580	0.0844225006010449
9590	0.0844440997657643
9600	0.0844659213629039
9610	0.0844880176140819
9620	0.0845104237244788
9630	0.0845331835144756
9640	0.0845563410516542
9650	0.0845799317501504
9660	0.084604017217292
9670	0.0846286245140326
9680	0.084653806858814
9690	0.0846795915453556
9700	0.0847060407530041
9710	0.0847331821094077
9720	0.0847610606852937
9730	0.0847897218174915
9740	0.0848192021969338
9750	0.0848495474284645
9760	0.0848808033139757
9770	0.08491299836615
9780	0.0849461874079957
9790	0.0849803992885372
9800	0.0850156892919369
9810	0.0850520778859711
9820	0.0850890156193864
9830	0.0851269604304849
9840	0.0851661172866508
9850	0.0852065072709161
9860	0.0852481868861306
9870	0.0852911777540592
9880	0.0853355192685943
9890	0.0853812511332765
9900	0.085428413395121
9910	0.0854770375422704
9920	0.0855271642208108
9930	0.0855788255819507
9940	0.0856320541113415
9950	0.0856868826616737
9960	0.0857433533271429
9970	0.0858014819084362
9980	0.085861320236633
9990	0.0859228848505152
10000	0.0859862105645638
10010	0.0860513236526182
10020	0.0861182597805996
10030	0.0861870460716285
10040	0.0862577010401165
10050	0.0863302616903547
10060	0.0864047473818427
10070	0.0864811869251191
10080	0.0865595823186029
10090	0.0866382924377613
10100	0.0867189836336377
10110	0.0868016585189411
10120	0.0868863567517365
10130	0.0869730724891969
10140	0.0870618462371044
10150	0.0871526728523798
10160	0.0872455844907397
10170	0.0873405859028547
10180	0.087437691519569
10190	0.087536925410169
10200	0.0876382841026537
10210	0.0877417736495184
10220	0.0878474192673121
10230	0.0879552277441524
10240	0.0880651967578113
10250	0.088175064078786
10260	0.0882870366998524
10270	0.0884011407383749
10280	0.0885173644983484
10290	0.0886357251181862
10300	0.0887562112625553
10310	0.0888788212447663
10320	0.089003572926235
10330	0.0891304359085155
10340	0.0892594185834502
10350	0.0893905197771387
10360	0.0895237286083216
10370	0.0896577330936775
10380	0.0897923310042738
10390	0.0899289646278198
10400	0.0900676023142201
10410	0.0902082420225013
10420	0.0903508818292216
10430	0.090495479564763
10440	0.0906420329011432
10450	0.0907905193676549
10460	0.0909409263061369
10470	0.0910932307874065
10480	0.0912453285647303
10490	0.0913980986055062
10500	0.0915526396259959
10510	0.0917089162332522
10520	0.0918669133346962
10530	0.0920265853899905
10540	0.0921879166807808
10550	0.0923508689038465
10560	0.0925153936796989
10570	0.0926814631219087
10580	0.0928464913068778
10590	0.0930120448779804
10600	0.0931789745237355
10610	0.0933472385208085
10620	0.0935167944859862
10630	0.0936875992924746
10640	0.0938595872378991
10650	0.0940327243667405
10660	0.0942069540636002
10670	0.0943810802838037
10680	0.0945536208422676
10690	0.0947270587135706
10700	0.0949013218699147
10710	0.0950763594644027
10720	0.09525210851709
10730	0.0954285049739347
10740	0.0956054950205416
10750	0.09578300112592
10760	0.0959608641478051
10770	0.0961356288501312
10780	0.0963106632834976
10790	0.096485931176728
10800	0.0966613373979045
10810	0.0968368087363942
10820	0.0970122825247371
10830	0.0971876716130868
10840	0.0973628992212969
10850	0.0975378875060186
10860	0.0977105159097699
10870	0.0978811835357917
10880	0.0980513671308319
10890	0.098220960254654
10900	0.098389891299179
10910	0.0985580634554922
10920	0.0987254028922207
10930	0.0988918226710615
10940	0.0990572101078209
10950	0.0992215003719504
10960	0.0993827438176852
10970	0.0995411401195
10980	0.0996981660920664
10990	0.0998537288608654
11000	0.100007747145784
11010	0.100160113733578
11020	0.100310745579628
11030	0.100459533616623
11040	0.100606405936571
11050	0.10075123911645
11060	0.100893959863387
11070	0.10103390315758
11080	0.101169339035823
11090	0.101302410889033
11100	0.101433018476781
11110	0.101561086998965
11120	0.101686489300933
11130	0.101809162921845
11140	0.101929005991232
11150	0.102045916407003
11160	0.102159818053969
11170	0.102270621557196
11180	0.102378237554883
11190	0.102482563317388
11200	0.102583522622008
11210	0.102681026077231
11220	0.102774343544948
11230	0.102862847130468
11240	0.10294772822627
11250	0.103028912680721
11260	0.103106313372099
11270	0.10317985692442
11280	0.10324948406737
11290	0.103315122650407
11300	0.103376701148248
11310	0.103434148814836
11320	0.103487422710904
11330	0.10353645376189
11340	0.103581187368287
11350	0.103621569877439
11360	0.103657535168192
11370	0.103689058995363
11380	0.103716077493418
11390	0.103738541621057
11400	0.103756430833413
11410	0.103769698702512
11420	0.103778313739695
11430	0.103782232278846
11440	0.103781425623455
11450	0.103775893894025
11460	0.103765584091879
11470	0.103750485630155
11480	0.103730589413163
11490	0.10370587424864
11500	0.103676334078745
11510	0.103641964397395
11520	0.103602748591248
11530	0.103558712330209
11540	0.103509842074944
11550	0.10345615291676
11560	0.103397647799338
11570	0.103334344774615
11580	0.103266263287247
11590	0.103193410708605
11600	0.103115836269696
11610	0.103033550077211
11620	0.102946590563631
11630	0.102854983962731
11640	0.102758771237558
11650	0.102656822161751
11660	0.102549374148707
11670	0.102437354192947
11680	0.102320835692542
11690	0.102199853343482
11700	0.102074482501723
11710	0.10194475995949
11720	0.101810775952214
11730	0.101672569057008
11740	0.101530217940542
11750	0.101383801804907
11760	0.101233374537263
11770	0.101079029389635
11780	0.100919974477714
11790	0.10075474032133
11800	0.100585740594019
11810	0.100413084063716
11820	0.100236841296498
11830	0.100057095739701
11840	0.0998739560079868
11850	0.0996874926901206
11860	0.0994978014768079
11870	0.0993049900183291
11880	0.0991062807201758
11890	0.0989032913766711
11900	0.0986974298685603
11910	0.0984887788719264
11920	0.0982774448597901
11930	0.0980635454143864
11940	0.0978471610879317
11950	0.0976284194776055
11960	0.0974043503376358
11970	0.0971765539726559
11980	0.0969466706203379
11990	0.0967148244772306
12000	0.0964811031747505
12010	0.0962456280211511
